STOREKEY,MONTH_DATE,MONTHLY_REVENUE,REVENUE_QUARTILE,STORE_PERFORMANCE_LABEL
14,2016-11-01,3928.12,1,LOW_PERFORMANCE
43,2016-11-01,4665.91,2,LOW_PERFORMANCE
38,2016-11-01,5181.99,2,LOW_PERFORMANCE
39,2016-11-01,5434.16,2,LOW_PERFORMANCE
41,2016-11-01,5716.69,2,LOW_PERFORMANCE
6,2016-11-01,6122.549999999999,2,LOW_PERFORMANCE
53,2016-11-01,6394.43,2,LOW_PERFORMANCE
22,2016-11-01,6614.900000000001,2,LOW_PERFORMANCE
48,2016-11-01,6634.280000000001,2,LOW_PERFORMANCE
8,2016-11-01,7168.68,2,LOW_PERFORMANCE
28,2016-11-01,7431.55,2,LOW_PERFORMANCE
23,2016-11-01,7552.72,2,LOW_PERFORMANCE
56,2016-11-01,8001.609999999999,2,LOW_PERFORMANCE
51,2016-11-01,8232,3,LOW_PERFORMANCE
20,2016-11-01,10311.909999999998,3,LOW_PERFORMANCE
36,2016-11-01,10505.009999999998,3,LOW_PERFORMANCE
54,2016-11-01,12211.22,3,LOW_PERFORMANCE
66,2016-11-01,12408.21,3,LOW_PERFORMANCE
24,2016-11-01,13340.579999999998,3,LOW_PERFORMANCE
40,2016-11-01,13835.33,3,LOW_PERFORMANCE
10,2016-11-01,14891.759999999997,3,LOW_PERFORMANCE
59,2016-11-01,18253.85,3,LOW_PERFORMANCE
65,2016-11-01,18298.550000000007,3,LOW_PERFORMANCE
9,2016-11-01,18424.100000000002,3,LOW_PERFORMANCE
5,2016-11-01,18652.270000000004,4,HIGH_PERFORMANCE
63,2016-11-01,19452.25,4,HIGH_PERFORMANCE
61,2016-11-01,19488.3,4,HIGH_PERFORMANCE
45,2016-11-01,19852.92,4,HIGH_PERFORMANCE
50,2016-11-01,23183.190000000002,4,HIGH_PERFORMANCE
47,2016-11-01,27038.940000000006,4,HIGH_PERFORMANCE
55,2016-11-01,28169.73,4,HIGH_PERFORMANCE
44,2016-11-01,28473.64,4,HIGH_PERFORMANCE
57,2016-11-01,33051.500000000015,4,HIGH_PERFORMANCE
37,2016-11-01,35645.490000000005,4,HIGH_PERFORMANCE
0,2016-11-01,140160.98,4,HIGH_PERFORMANCE
15,2016-12-01,511.53000000000003,1,LOW_PERFORMANCE
31,2016-12-01,1873.28,1,LOW_PERFORMANCE
13,2016-12-01,1875.6699999999998,1,LOW_PERFORMANCE
4,2016-12-01,2896.7400000000002,1,LOW_PERFORMANCE
30,2016-12-01,3830.75,1,LOW_PERFORMANCE
14,2016-12-01,4146.96,1,LOW_PERFORMANCE
18,2016-12-01,4583.93,1,LOW_PERFORMANCE
44,2016-12-01,6142.14,1,LOW_PERFORMANCE
48,2016-12-01,6753.429999999999,1,LOW_PERFORMANCE
39,2016-12-01,7063.36,1,LOW_PERFORMANCE
1,2016-12-01,7083.85,1,LOW_PERFORMANCE
65,2016-12-01,7914.49,1,LOW_PERFORMANCE
57,2016-12-01,8301.46,1,LOW_PERFORMANCE
66,2016-12-01,8496.630000000001,2,LOW_PERFORMANCE
9,2016-12-01,8612.14,2,LOW_PERFORMANCE
59,2016-12-01,10249.64,2,LOW_PERFORMANCE
24,2016-12-01,10316.400000000001,2,LOW_PERFORMANCE
5,2016-12-01,11369.58,2,LOW_PERFORMANCE
20,2016-12-01,11838.39,2,LOW_PERFORMANCE
50,2016-12-01,12095.04,2,LOW_PERFORMANCE
22,2016-12-01,12383.94,2,LOW_PERFORMANCE
29,2016-12-01,12430.43,2,LOW_PERFORMANCE
28,2016-12-01,12499.54,2,LOW_PERFORMANCE
33,2016-12-01,13295.66,2,LOW_PERFORMANCE
41,2016-12-01,13436.029999999999,2,LOW_PERFORMANCE
36,2016-12-01,13543.58,3,LOW_PERFORMANCE
27,2016-12-01,13750.119999999999,3,LOW_PERFORMANCE
42,2016-12-01,13858.169999999998,3,LOW_PERFORMANCE
6,2016-12-01,13877.449999999999,3,LOW_PERFORMANCE
55,2016-12-01,15664.660000000002,3,LOW_PERFORMANCE
43,2016-12-01,15945.9,3,LOW_PERFORMANCE
56,2016-12-01,16123.429999999998,3,LOW_PERFORMANCE
37,2016-12-01,18026.189999999995,3,LOW_PERFORMANCE
8,2016-12-01,18630.16,3,LOW_PERFORMANCE
45,2016-12-01,18907.200000000004,3,LOW_PERFORMANCE
10,2016-12-01,18942.399999999998,3,LOW_PERFORMANCE
19,2016-12-01,20911.53,3,LOW_PERFORMANCE
23,2016-12-01,22000.929999999997,4,HIGH_PERFORMANCE
63,2016-12-01,25816.28,4,HIGH_PERFORMANCE
38,2016-12-01,26750.11,4,HIGH_PERFORMANCE
64,2016-12-01,27600.200000000004,4,HIGH_PERFORMANCE
61,2016-12-01,32510.020000000008,4,HIGH_PERFORMANCE
32,2016-12-01,32988.78,4,HIGH_PERFORMANCE
47,2016-12-01,33615.880000000005,4,HIGH_PERFORMANCE
53,2016-12-01,34453.24999999999,4,HIGH_PERFORMANCE
54,2016-12-01,37594.62000000001,4,HIGH_PERFORMANCE
51,2016-12-01,41117.5,4,HIGH_PERFORMANCE
40,2016-12-01,42123.130000000005,4,HIGH_PERFORMANCE
0,2016-12-01,243650.9600000001,4,HIGH_PERFORMANCE
4,2017-01-01,579.98,1,LOW_PERFORMANCE
24,2017-01-01,586.76,1,LOW_PERFORMANCE
16,2017-01-01,647.94,1,LOW_PERFORMANCE
27,2017-01-01,720.7,1,LOW_PERFORMANCE
5,2017-01-01,2594.6600000000003,1,LOW_PERFORMANCE
22,2017-01-01,3295.17,1,LOW_PERFORMANCE
33,2017-01-01,3891.1299999999997,1,LOW_PERFORMANCE
9,2017-01-01,3915.42,1,LOW_PERFORMANCE
20,2017-01-01,5393.610000000001,1,LOW_PERFORMANCE
19,2017-01-01,5998.87,1,LOW_PERFORMANCE
37,2017-01-01,6161.629999999999,1,LOW_PERFORMANCE
23,2017-01-01,7054.43,2,LOW_PERFORMANCE
65,2017-01-01,7549.469999999999,2,LOW_PERFORMANCE
51,2017-01-01,7624.85,2,LOW_PERFORMANCE
40,2017-01-01,8124.6900000000005,2,LOW_PERFORMANCE
56,2017-01-01,8206.929999999998,2,LOW_PERFORMANCE
29,2017-01-01,8463.039999999999,2,LOW_PERFORMANCE
64,2017-01-01,8523.489999999998,2,LOW_PERFORMANCE
8,2017-01-01,8610.22,2,LOW_PERFORMANCE
47,2017-01-01,8668.66,2,LOW_PERFORMANCE
57,2017-01-01,9764.54,2,LOW_PERFORMANCE
53,2017-01-01,10263.279999999999,2,LOW_PERFORMANCE
34,2017-01-01,10270.909999999998,3,LOW_PERFORMANCE
28,2017-01-01,12059.23,3,LOW_PERFORMANCE
36,2017-01-01,13026.109999999999,3,LOW_PERFORMANCE
48,2017-01-01,13160.379999999997,3,LOW_PERFORMANCE
43,2017-01-01,13792.74,3,LOW_PERFORMANCE
6,2017-01-01,14075.669999999998,3,LOW_PERFORMANCE
66,2017-01-01,14330.339999999998,3,LOW_PERFORMANCE
30,2017-01-01,15202.220000000001,3,LOW_PERFORMANCE
61,2017-01-01,17243.64,3,LOW_PERFORMANCE
59,2017-01-01,17441.219999999998,3,LOW_PERFORMANCE
55,2017-01-01,19036.69,3,LOW_PERFORMANCE
39,2017-01-01,19361.170000000002,4,HIGH_PERFORMANCE
63,2017-01-01,19887.8,4,HIGH_PERFORMANCE
45,2017-01-01,21177.38,4,HIGH_PERFORMANCE
10,2017-01-01,22610.069999999996,4,HIGH_PERFORMANCE
54,2017-01-01,26204.19,4,HIGH_PERFORMANCE
38,2017-01-01,26725.420000000002,4,HIGH_PERFORMANCE
44,2017-01-01,30326.840000000004,4,HIGH_PERFORMANCE
50,2017-01-01,32721.780000000006,4,HIGH_PERFORMANCE
42,2017-01-01,37939.240000000005,4,HIGH_PERFORMANCE
41,2017-01-01,40381.53999999999,4,HIGH_PERFORMANCE
0,2017-01-01,106500.74999999996,4,HIGH_PERFORMANCE
12,2017-02-01,149.95,1,LOW_PERFORMANCE
1,2017-02-01,658,1,LOW_PERFORMANCE
13,2017-02-01,2572,1,LOW_PERFORMANCE
33,2017-02-01,3190.9400000000005,1,LOW_PERFORMANCE
23,2017-02-01,5323.9,1,LOW_PERFORMANCE
24,2017-02-01,5941.1,1,LOW_PERFORMANCE
63,2017-02-01,6078.830000000001,1,LOW_PERFORMANCE
18,2017-02-01,6296.96,1,LOW_PERFORMANCE
27,2017-02-01,6418.27,1,LOW_PERFORMANCE
38,2017-02-01,7137.82,1,LOW_PERFORMANCE
64,2017-02-01,7205.849999999999,1,LOW_PERFORMANCE
45,2017-02-01,7229.98,1,LOW_PERFORMANCE
30,2017-02-01,7435.13,2,LOW_PERFORMANCE
29,2017-02-01,7564.799999999998,2,LOW_PERFORMANCE
19,2017-02-01,7810.820000000001,2,LOW_PERFORMANCE
47,2017-02-01,8154.0199999999995,2,LOW_PERFORMANCE
17,2017-02-01,8212.09,2,LOW_PERFORMANCE
6,2017-02-01,8317.58,2,LOW_PERFORMANCE
22,2017-02-01,8665.41,2,LOW_PERFORMANCE
44,2017-02-01,8959.599999999997,2,LOW_PERFORMANCE
10,2017-02-01,10060.529999999999,2,LOW_PERFORMANCE
39,2017-02-01,10983.7,2,LOW_PERFORMANCE
48,2017-02-01,11290.78,2,LOW_PERFORMANCE
36,2017-02-01,11913.48,2,LOW_PERFORMANCE
50,2017-02-01,11975.09,3,LOW_PERFORMANCE
65,2017-02-01,12180.179999999998,3,LOW_PERFORMANCE
4,2017-02-01,12409.94,3,LOW_PERFORMANCE
9,2017-02-01,12770.31,3,LOW_PERFORMANCE
8,2017-02-01,13544.85,3,LOW_PERFORMANCE
53,2017-02-01,14125.24,3,LOW_PERFORMANCE
42,2017-02-01,14732.669999999998,3,LOW_PERFORMANCE
55,2017-02-01,16291.239999999998,3,LOW_PERFORMANCE
54,2017-02-01,16696.74,3,LOW_PERFORMANCE
41,2017-02-01,17011.940000000002,3,LOW_PERFORMANCE
34,2017-02-01,17202.93,3,LOW_PERFORMANCE
57,2017-02-01,17642.559999999998,3,LOW_PERFORMANCE
51,2017-02-01,18243.22,4,HIGH_PERFORMANCE
20,2017-02-01,19573.079999999998,4,HIGH_PERFORMANCE
37,2017-02-01,21349.750000000004,4,HIGH_PERFORMANCE
61,2017-02-01,21553.730000000003,4,HIGH_PERFORMANCE
43,2017-02-01,22312.81,4,HIGH_PERFORMANCE
28,2017-02-01,22391.690000000002,4,HIGH_PERFORMANCE
40,2017-02-01,22753.360000000004,4,HIGH_PERFORMANCE
66,2017-02-01,29338.920000000002,4,HIGH_PERFORMANCE
59,2017-02-01,30259.850000000002,4,HIGH_PERFORMANCE
5,2017-02-01,31394.64,4,HIGH_PERFORMANCE
56,2017-02-01,32228.28,4,HIGH_PERFORMANCE
0,2017-02-01,134971.63,4,HIGH_PERFORMANCE
6,2017-03-01,412.93,1,LOW_PERFORMANCE
24,2017-03-01,556.46,1,LOW_PERFORMANCE
19,2017-03-01,749.97,1,LOW_PERFORMANCE
23,2017-03-01,953.3,1,LOW_PERFORMANCE
40,2017-03-01,1052.9,1,LOW_PERFORMANCE
55,2017-03-01,1098,1,LOW_PERFORMANCE
38,2017-03-01,1118,1,LOW_PERFORMANCE
41,2017-03-01,1329.65,1,LOW_PERFORMANCE
66,2017-03-01,1349.96,1,LOW_PERFORMANCE
20,2017-03-01,1484.8100000000002,1,LOW_PERFORMANCE
29,2017-03-01,1973.35,1,LOW_PERFORMANCE
22,2017-03-01,2026.9,2,LOW_PERFORMANCE
33,2017-03-01,2582.83,2,LOW_PERFORMANCE
45,2017-03-01,2612.83,2,LOW_PERFORMANCE
27,2017-03-01,2625.5,2,LOW_PERFORMANCE
28,2017-03-01,3033.64,2,LOW_PERFORMANCE
16,2017-03-01,3195.5,2,LOW_PERFORMANCE
9,2017-03-01,3380.6000000000004,2,LOW_PERFORMANCE
44,2017-03-01,3420,2,LOW_PERFORMANCE
36,2017-03-01,3724.87,2,LOW_PERFORMANCE
63,2017-03-01,4266.89,2,LOW_PERFORMANCE
53,2017-03-01,4768.450000000001,2,LOW_PERFORMANCE
47,2017-03-01,5171.4800000000005,3,LOW_PERFORMANCE
61,2017-03-01,5200.490000000001,3,LOW_PERFORMANCE
56,2017-03-01,6062.360000000001,3,LOW_PERFORMANCE
43,2017-03-01,6097.8,3,LOW_PERFORMANCE
37,2017-03-01,6302.14,3,LOW_PERFORMANCE
5,2017-03-01,6303.949999999999,3,LOW_PERFORMANCE
59,2017-03-01,6425.99,3,LOW_PERFORMANCE
48,2017-03-01,7477.23,3,LOW_PERFORMANCE
42,2017-03-01,7910.34,3,LOW_PERFORMANCE
10,2017-03-01,9952.01,3,LOW_PERFORMANCE
51,2017-03-01,10524.97,3,LOW_PERFORMANCE
8,2017-03-01,13010.89,4,HIGH_PERFORMANCE
50,2017-03-01,13578.23,4,HIGH_PERFORMANCE
13,2017-03-01,14520.08,4,HIGH_PERFORMANCE
65,2017-03-01,16330.640000000001,4,HIGH_PERFORMANCE
57,2017-03-01,16859,4,HIGH_PERFORMANCE
54,2017-03-01,18189.8,4,HIGH_PERFORMANCE
39,2017-03-01,18501.4,4,HIGH_PERFORMANCE
30,2017-03-01,19656.97,4,HIGH_PERFORMANCE
64,2017-03-01,27881.360000000004,4,HIGH_PERFORMANCE
0,2017-03-01,47574.12,4,HIGH_PERFORMANCE
22,2017-04-01,64.9,1,LOW_PERFORMANCE
43,2017-04-01,299.9,1,LOW_PERFORMANCE
19,2017-04-01,362,1,LOW_PERFORMANCE
28,2017-04-01,398,1,LOW_PERFORMANCE
42,2017-04-01,399,1,LOW_PERFORMANCE
55,2017-04-01,448,1,LOW_PERFORMANCE
23,2017-04-01,624,2,LOW_PERFORMANCE
45,2017-04-01,652,2,LOW_PERFORMANCE
5,2017-04-01,660,2,LOW_PERFORMANCE
48,2017-04-01,826,2,LOW_PERFORMANCE
65,2017-04-01,894.95,2,LOW_PERFORMANCE
34,2017-04-01,1135.99,2,LOW_PERFORMANCE
63,2017-04-01,1409.91,3,LOW_PERFORMANCE
59,2017-04-01,1528.75,3,LOW_PERFORMANCE
50,2017-04-01,1574.84,3,LOW_PERFORMANCE
57,2017-04-01,1585.93,3,LOW_PERFORMANCE
64,2017-04-01,1692.8899999999999,3,LOW_PERFORMANCE
0,2017-04-01,2550.89,3,LOW_PERFORMANCE
29,2017-04-01,2880,4,HIGH_PERFORMANCE
8,2017-04-01,3031.7400000000002,4,HIGH_PERFORMANCE
47,2017-04-01,5307.969999999999,4,HIGH_PERFORMANCE
53,2017-04-01,10853.470000000001,4,HIGH_PERFORMANCE
54,2017-04-01,19398.94,4,HIGH_PERFORMANCE
1,2017-05-01,233.17000000000002,1,LOW_PERFORMANCE
56,2017-05-01,297.44,1,LOW_PERFORMANCE
29,2017-05-01,343.77,1,LOW_PERFORMANCE
24,2017-05-01,707.69,1,LOW_PERFORMANCE
13,2017-05-01,848.97,1,LOW_PERFORMANCE
12,2017-05-01,1946,1,LOW_PERFORMANCE
22,2017-05-01,2115.9,1,LOW_PERFORMANCE
30,2017-05-01,2453.01,1,LOW_PERFORMANCE
17,2017-05-01,3050.5699999999997,1,LOW_PERFORMANCE
31,2017-05-01,3056.4,1,LOW_PERFORMANCE
36,2017-05-01,3437.78,1,LOW_PERFORMANCE
14,2017-05-01,3510,1,LOW_PERFORMANCE
32,2017-05-01,4836.969999999999,1,LOW_PERFORMANCE
5,2017-05-01,4903.129999999999,2,LOW_PERFORMANCE
34,2017-05-01,5138.959999999999,2,LOW_PERFORMANCE
10,2017-05-01,5467.46,2,LOW_PERFORMANCE
53,2017-05-01,5484.91,2,LOW_PERFORMANCE
41,2017-05-01,5930.8099999999995,2,LOW_PERFORMANCE
38,2017-05-01,6029.3,2,LOW_PERFORMANCE
59,2017-05-01,6499.99,2,LOW_PERFORMANCE
33,2017-05-01,6904.799999999999,2,LOW_PERFORMANCE
27,2017-05-01,9071.1,2,LOW_PERFORMANCE
64,2017-05-01,9328.5,2,LOW_PERFORMANCE
20,2017-05-01,9333.18,2,LOW_PERFORMANCE
63,2017-05-01,9502.91,2,LOW_PERFORMANCE
40,2017-05-01,9523.84,2,LOW_PERFORMANCE
61,2017-05-01,9626.779999999999,3,LOW_PERFORMANCE
15,2017-05-01,9873.2,3,LOW_PERFORMANCE
66,2017-05-01,10729.089999999997,3,LOW_PERFORMANCE
23,2017-05-01,10834.22,3,LOW_PERFORMANCE
6,2017-05-01,10871.85,3,LOW_PERFORMANCE
42,2017-05-01,11763.429999999998,3,LOW_PERFORMANCE
47,2017-05-01,11950.949999999999,3,LOW_PERFORMANCE
51,2017-05-01,12290.88,3,LOW_PERFORMANCE
48,2017-05-01,12406.75,3,LOW_PERFORMANCE
37,2017-05-01,12459,3,LOW_PERFORMANCE
19,2017-05-01,12903.869999999999,3,LOW_PERFORMANCE
44,2017-05-01,14080.36,3,LOW_PERFORMANCE
9,2017-05-01,14298.15,3,LOW_PERFORMANCE
4,2017-05-01,15151.48,4,HIGH_PERFORMANCE
45,2017-05-01,15331.69,4,HIGH_PERFORMANCE
54,2017-05-01,15503.38,4,HIGH_PERFORMANCE
39,2017-05-01,15615.139999999998,4,HIGH_PERFORMANCE
8,2017-05-01,15785.36,4,HIGH_PERFORMANCE
57,2017-05-01,16383.579999999998,4,HIGH_PERFORMANCE
43,2017-05-01,17740.51,4,HIGH_PERFORMANCE
28,2017-05-01,24545.820000000003,4,HIGH_PERFORMANCE
65,2017-05-01,26297.510000000006,4,HIGH_PERFORMANCE
55,2017-05-01,26869.47,4,HIGH_PERFORMANCE
50,2017-05-01,37399.29,4,HIGH_PERFORMANCE
0,2017-05-01,115590.64000000003,4,HIGH_PERFORMANCE
5,2017-06-01,218.97,1,LOW_PERFORMANCE
63,2017-06-01,268.95,1,LOW_PERFORMANCE
4,2017-06-01,289.99,1,LOW_PERFORMANCE
42,2017-06-01,558.8000000000001,1,LOW_PERFORMANCE
34,2017-06-01,826,1,LOW_PERFORMANCE
32,2017-06-01,1113.96,1,LOW_PERFORMANCE
16,2017-06-01,1436.98,1,LOW_PERFORMANCE
15,2017-06-01,1516.26,1,LOW_PERFORMANCE
13,2017-06-01,1567,1,LOW_PERFORMANCE
66,2017-06-01,2563.67,1,LOW_PERFORMANCE
18,2017-06-01,2642.49,1,LOW_PERFORMANCE
24,2017-06-01,2648.9,1,LOW_PERFORMANCE
36,2017-06-01,2745.25,1,LOW_PERFORMANCE
27,2017-06-01,3455.93,2,LOW_PERFORMANCE
22,2017-06-01,3594,2,LOW_PERFORMANCE
64,2017-06-01,4145.67,2,LOW_PERFORMANCE
19,2017-06-01,4267.32,2,LOW_PERFORMANCE
61,2017-06-01,5034.97,2,LOW_PERFORMANCE
31,2017-06-01,5276.79,2,LOW_PERFORMANCE
47,2017-06-01,5590.909999999999,2,LOW_PERFORMANCE
53,2017-06-01,5915.74,2,LOW_PERFORMANCE
28,2017-06-01,6219.07,2,LOW_PERFORMANCE
30,2017-06-01,6247.57,2,LOW_PERFORMANCE
56,2017-06-01,6555.29,2,LOW_PERFORMANCE
9,2017-06-01,6899.47,2,LOW_PERFORMANCE
51,2017-06-01,7893.58,3,LOW_PERFORMANCE
43,2017-06-01,8035,3,LOW_PERFORMANCE
20,2017-06-01,9634.31,3,LOW_PERFORMANCE
57,2017-06-01,9784.599999999999,3,LOW_PERFORMANCE
6,2017-06-01,10770.24,3,LOW_PERFORMANCE
29,2017-06-01,12421.5,3,LOW_PERFORMANCE
33,2017-06-01,13532.08,3,LOW_PERFORMANCE
40,2017-06-01,13965.22,3,LOW_PERFORMANCE
50,2017-06-01,14003.750000000002,3,LOW_PERFORMANCE
39,2017-06-01,14752.839999999998,3,LOW_PERFORMANCE
48,2017-06-01,15699.509999999998,3,LOW_PERFORMANCE
8,2017-06-01,15703.309999999998,3,LOW_PERFORMANCE
37,2017-06-01,16623.019999999997,4,HIGH_PERFORMANCE
59,2017-06-01,16993.129999999997,4,HIGH_PERFORMANCE
54,2017-06-01,20562.379999999997,4,HIGH_PERFORMANCE
23,2017-06-01,23155.69,4,HIGH_PERFORMANCE
45,2017-06-01,23424.000000000004,4,HIGH_PERFORMANCE
65,2017-06-01,25312.24,4,HIGH_PERFORMANCE
44,2017-06-01,30124.980000000003,4,HIGH_PERFORMANCE
38,2017-06-01,33576.14,4,HIGH_PERFORMANCE
10,2017-06-01,35129.79,4,HIGH_PERFORMANCE
55,2017-06-01,38588.73,4,HIGH_PERFORMANCE
41,2017-06-01,47057.61000000001,4,HIGH_PERFORMANCE
0,2017-06-01,93387.70000000001,4,HIGH_PERFORMANCE
27,2017-07-01,516,1,LOW_PERFORMANCE
43,2017-07-01,559.89,1,LOW_PERFORMANCE
37,2017-07-01,699,1,LOW_PERFORMANCE
12,2017-07-01,996.96,1,LOW_PERFORMANCE
53,2017-07-01,1102.48,1,LOW_PERFORMANCE
34,2017-07-01,1142.88,1,LOW_PERFORMANCE
23,2017-07-01,1175.92,1,LOW_PERFORMANCE
16,2017-07-01,1514.94,1,LOW_PERFORMANCE
48,2017-07-01,2051.44,1,LOW_PERFORMANCE
17,2017-07-01,2169.51,1,LOW_PERFORMANCE
5,2017-07-01,2185.2,1,LOW_PERFORMANCE
30,2017-07-01,2322,1,LOW_PERFORMANCE
57,2017-07-01,2342.92,2,LOW_PERFORMANCE
42,2017-07-01,2683.88,2,LOW_PERFORMANCE
15,2017-07-01,3704.88,2,LOW_PERFORMANCE
28,2017-07-01,3851.9199999999996,2,LOW_PERFORMANCE
38,2017-07-01,4115.37,2,LOW_PERFORMANCE
20,2017-07-01,4143.8,2,LOW_PERFORMANCE
64,2017-07-01,4413.12,2,LOW_PERFORMANCE
1,2017-07-01,4658.02,2,LOW_PERFORMANCE
33,2017-07-01,6001.67,2,LOW_PERFORMANCE
44,2017-07-01,6399.949999999999,2,LOW_PERFORMANCE
6,2017-07-01,6460.889999999999,2,LOW_PERFORMANCE
22,2017-07-01,7701.9,2,LOW_PERFORMANCE
31,2017-07-01,8024.53,3,LOW_PERFORMANCE
61,2017-07-01,8440.259999999998,3,LOW_PERFORMANCE
47,2017-07-01,8694.7,3,LOW_PERFORMANCE
8,2017-07-01,8872.99,3,LOW_PERFORMANCE
10,2017-07-01,10782.77,3,LOW_PERFORMANCE
66,2017-07-01,10805.09,3,LOW_PERFORMANCE
19,2017-07-01,11380.43,3,LOW_PERFORMANCE
41,2017-07-01,11619.76,3,LOW_PERFORMANCE
36,2017-07-01,12557.529999999999,3,LOW_PERFORMANCE
51,2017-07-01,12891.539999999999,3,LOW_PERFORMANCE
63,2017-07-01,13443.939999999999,3,LOW_PERFORMANCE
55,2017-07-01,13657.97,3,LOW_PERFORMANCE
54,2017-07-01,13812.960000000001,4,HIGH_PERFORMANCE
4,2017-07-01,14523.369999999999,4,HIGH_PERFORMANCE
45,2017-07-01,16182.529999999999,4,HIGH_PERFORMANCE
40,2017-07-01,16432.14,4,HIGH_PERFORMANCE
59,2017-07-01,16720.59,4,HIGH_PERFORMANCE
56,2017-07-01,19904.92,4,HIGH_PERFORMANCE
29,2017-07-01,22081.71,4,HIGH_PERFORMANCE
39,2017-07-01,22176.5,4,HIGH_PERFORMANCE
50,2017-07-01,23821.09,4,HIGH_PERFORMANCE
9,2017-07-01,29123.32,4,HIGH_PERFORMANCE
65,2017-07-01,29210.829999999994,4,HIGH_PERFORMANCE
0,2017-07-01,83710.70999999998,4,HIGH_PERFORMANCE
34,2017-08-01,389.70000000000005,1,LOW_PERFORMANCE
61,2017-08-01,477.9,1,LOW_PERFORMANCE
1,2017-08-01,561.23,1,LOW_PERFORMANCE
18,2017-08-01,999.89,1,LOW_PERFORMANCE
55,2017-08-01,1745.8300000000002,1,LOW_PERFORMANCE
27,2017-08-01,1938,1,LOW_PERFORMANCE
38,2017-08-01,2122.37,1,LOW_PERFORMANCE
32,2017-08-01,2313.96,1,LOW_PERFORMANCE
4,2017-08-01,2437.32,1,LOW_PERFORMANCE
41,2017-08-01,2563.76,1,LOW_PERFORMANCE
33,2017-08-01,3337.0499999999997,1,LOW_PERFORMANCE
20,2017-08-01,3906.73,1,LOW_PERFORMANCE
51,2017-08-01,4295.23,2,LOW_PERFORMANCE
50,2017-08-01,4711.51,2,LOW_PERFORMANCE
17,2017-08-01,4796.95,2,LOW_PERFORMANCE
15,2017-08-01,5245.29,2,LOW_PERFORMANCE
44,2017-08-01,5303.840000000001,2,LOW_PERFORMANCE
39,2017-08-01,5395.240000000001,2,LOW_PERFORMANCE
19,2017-08-01,5671.09,2,LOW_PERFORMANCE
31,2017-08-01,6504.21,2,LOW_PERFORMANCE
47,2017-08-01,7017.179999999999,2,LOW_PERFORMANCE
36,2017-08-01,7567.4,2,LOW_PERFORMANCE
65,2017-08-01,8140.81,2,LOW_PERFORMANCE
10,2017-08-01,8307.1,2,LOW_PERFORMANCE
66,2017-08-01,8623.51,3,LOW_PERFORMANCE
57,2017-08-01,10445.839999999998,3,LOW_PERFORMANCE
23,2017-08-01,11320.109999999999,3,LOW_PERFORMANCE
48,2017-08-01,11812.4,3,LOW_PERFORMANCE
22,2017-08-01,12507.539999999999,3,LOW_PERFORMANCE
63,2017-08-01,13690.64,3,LOW_PERFORMANCE
5,2017-08-01,14242.13,3,LOW_PERFORMANCE
42,2017-08-01,14296.4,3,LOW_PERFORMANCE
30,2017-08-01,15253.03,3,LOW_PERFORMANCE
9,2017-08-01,15521.96,3,LOW_PERFORMANCE
37,2017-08-01,18244.159999999996,3,LOW_PERFORMANCE
64,2017-08-01,20542.519999999997,4,HIGH_PERFORMANCE
8,2017-08-01,22491.99,4,HIGH_PERFORMANCE
59,2017-08-01,22923.31,4,HIGH_PERFORMANCE
54,2017-08-01,23058.2,4,HIGH_PERFORMANCE
56,2017-08-01,23592.21,4,HIGH_PERFORMANCE
45,2017-08-01,24121.730000000003,4,HIGH_PERFORMANCE
40,2017-08-01,24926.09,4,HIGH_PERFORMANCE
29,2017-08-01,25577.199999999997,4,HIGH_PERFORMANCE
53,2017-08-01,31361.8,4,HIGH_PERFORMANCE
43,2017-08-01,32495.66,4,HIGH_PERFORMANCE
0,2017-08-01,100581.02999999998,4,HIGH_PERFORMANCE
16,2017-09-01,26.97,1,LOW_PERFORMANCE
19,2017-09-01,559.5,1,LOW_PERFORMANCE
4,2017-09-01,770.42,1,LOW_PERFORMANCE
1,2017-09-01,1183.68,1,LOW_PERFORMANCE
34,2017-09-01,1320.21,1,LOW_PERFORMANCE
17,2017-09-01,1863.97,1,LOW_PERFORMANCE
5,2017-09-01,1932.9399999999998,1,LOW_PERFORMANCE
15,2017-09-01,2104.43,1,LOW_PERFORMANCE
39,2017-09-01,2112.19,1,LOW_PERFORMANCE
14,2017-09-01,3145.5,1,LOW_PERFORMANCE
22,2017-09-01,3869.4,1,LOW_PERFORMANCE
59,2017-09-01,4180.64,1,LOW_PERFORMANCE
41,2017-09-01,4592.119999999999,2,LOW_PERFORMANCE
32,2017-09-01,6058.719999999999,2,LOW_PERFORMANCE
37,2017-09-01,6283.66,2,LOW_PERFORMANCE
23,2017-09-01,6665.419999999999,2,LOW_PERFORMANCE
29,2017-09-01,7403.66,2,LOW_PERFORMANCE
33,2017-09-01,7778,2,LOW_PERFORMANCE
10,2017-09-01,7835.289999999999,2,LOW_PERFORMANCE
54,2017-09-01,8853.73,2,LOW_PERFORMANCE
47,2017-09-01,10123,2,LOW_PERFORMANCE
42,2017-09-01,10524.38,2,LOW_PERFORMANCE
9,2017-09-01,10663.869999999999,2,LOW_PERFORMANCE
66,2017-09-01,10905.38,2,LOW_PERFORMANCE
63,2017-09-01,13676.229999999998,3,LOW_PERFORMANCE
20,2017-09-01,14629.24,3,LOW_PERFORMANCE
27,2017-09-01,15260.710000000001,3,LOW_PERFORMANCE
