YEAR_AND_MONTH,PRODUCTKEY,STOREKEY,TOTAL_UNITS_SOLD,REVENUE_LAST_MONTH,REVENUE_3_LAST_MONTH,MONTH,QUARTER,TARGET_REVENUE_USD
2018-10,1605,0,9,2029.93,579.98,10,4,2609.91
2018-10,1606,0,3,959.94,639.96,10,4,479.97
2018-10,1609,0,1,259.99,519.98,10,4,259.99
2018-10,1611,44,3,479.97,639.96,10,4,479.97
2018-10,1612,0,6,179.99,179.99,10,4,1079.94
2018-10,1614,0,2,2079.92,779.97,10,4,519.98
2018-10,1615,0,3,2899.90,289.99,10,4,869.97
2018-10,1623,0,10,219.00,1314.00,10,4,2190.00
2018-10,1624,0,1,657.00,1314.00,10,4,219.00
2018-10,1624,65,4,876.00,219.00,10,4,876.00
2018-10,1625,0,2,438.00,1533.00,10,4,438.00
2018-10,1627,0,2,71.96,17.99,10,4,35.98
2018-10,1628,0,4,13.89,27.78,10,4,55.56
2018-10,1629,0,1,9.99,9.99,10,4,9.99
2018-10,1630,0,7,206.01,91.56,10,4,160.23
2018-10,1630,63,1,22.89,22.89,10,4,22.89
2018-10,1643,0,1,173.64,289.40,10,4,57.88
2018-10,1646,0,10,799.95,1119.93,10,4,1599.90
2018-10,1647,0,2,1439.92,539.97,10,4,359.98
2018-10,1648,44,3,439.96,659.94,10,4,329.97
2018-10,1652,0,4,179.99,1619.91,10,4,719.96
2018-10,1653,0,1,1099.90,659.94,10,4,109.99
2018-10,1657,0,3,359.98,179.99,10,4,539.97
2018-10,1659,0,7,779.97,519.98,10,4,1819.93
2018-10,1660,51,1,579.98,289.99,10,4,289.99
2018-10,1670,0,4,26.97,26.97,10,4,35.96
2018-10,1672,0,1,67.56,16.89,10,4,16.89
2018-10,1674,0,7,20.97,20.97,10,4,48.93
2018-10,1675,0,6,48.23,13.78,10,4,41.34
2018-10,1676,0,2,17.98,8.99,10,4,17.98
2018-10,1688,0,3,71.04,26.64,10,4,26.64
2018-10,1689,0,3,9.96,9.96,10,4,14.94
2018-10,1693,0,1,48.16,6.88,10,4,6.88
2018-10,1696,0,3,84.95,33.98,10,4,50.97
2018-10,1723,0,3,112.00,448.00,10,4,168.00
2018-10,1760,0,9,94.80,189.60,10,4,853.20
2018-10,1791,0,2,43.00,344.00,10,4,86.00
2018-10,1806,0,8,128.00,256.00,10,4,256.00
2018-10,2074,0,2,1599.92,599.97,10,4,399.98
2018-10,2089,0,2,257.50,515.00,10,4,515.00
2018-10,2099,0,2,1802.50,257.50,10,4,515.00
2018-10,2104,0,2,257.50,257.50,10,4,515.00
2018-10,2106,0,2,877.50,2632.50,10,4,1755.00
2018-10,2116,0,1,1650.00,4950.00,10,4,1650.00
2018-10,2488,0,1,59.96,59.96,10,4,14.99
2018-10,2491,0,3,24.99,199.92,10,4,74.97
2018-10,2492,0,2,24.99,24.99,10,4,49.98
2018-10,2494,0,2,5.88,2.94,10,4,5.88
2018-10,2503,0,1,59.94,19.98,10,4,9.99
2018-10,2504,0,1,9.99,9.99,10,4,9.99
2018-10,2511,0,8,24.36,12.18,10,4,32.48
2018-11,32,0,4,510.00,765.00,11,4,1020.00
2018-11,37,0,1,1196.92,598.46,11,4,299.23
2018-11,52,0,1,399.90,799.80,11,4,199.95
2018-11,54,0,1,1184.00,888.00,11,4,296.00
2018-11,57,0,2,468.00,780.00,11,4,312.00
2018-11,60,0,9,156.00,312.00,11,4,1404.00
2018-11,63,0,2,1086.00,1086.00,11,4,362.00
2018-11,67,38,3,179.83,154.14,11,4,77.07
2018-11,72,0,1,335.65,143.85,11,4,47.95
2018-11,74,0,2,37.95,227.70,11,4,75.90
2018-11,75,27,5,37.95,113.85,11,4,189.75
2018-11,76,0,8,113.85,151.80,11,4,303.60
2018-11,78,0,4,121.65,283.85,11,4,162.20
2018-11,79,0,3,40.55,40.55,11,4,121.65
2018-11,84,0,2,299.97,199.98,11,4,199.98
2018-11,85,0,10,199.98,99.99,11,4,999.90
2018-11,86,0,5,99.99,699.93,11,4,499.95
2018-11,87,0,3,699.93,199.98,11,4,299.97
2018-11,88,0,2,299.98,149.99,11,4,299.98
2018-11,90,0,8,1949.87,599.96,11,4,1199.92
2018-11,91,0,6,1799.88,899.94,11,4,899.94
2018-11,93,0,1,741.40,337.00,11,4,67.40
2018-11,97,0,7,471.80,67.40,11,4,471.80
2018-11,97,50,4,202.20,404.40,11,4,269.60
2018-11,103,0,1,690.00,115.00,11,4,115.00
2018-11,104,53,1,1035.00,460.00,11,4,115.00
2018-11,109,0,1,132.99,132.99,11,4,132.99
2018-11,114,0,4,249.99,749.97,11,4,999.96
2018-11,118,0,2,169.99,169.99,11,4,339.98
2018-11,119,0,1,599.95,119.99,11,4,119.99
2018-11,152,0,1,3554.91,2369.94,11,4,1184.97
2018-11,179,0,1,238.00,357.00,11,4,119.00
2018-11,188,0,7,233.80,350.70,11,4,818.30
2018-11,373,0,3,652.00,652.00,11,4,978.00
2018-11,416,9,7,4845.00,7752.00,11,4,6783.00
2018-11,417,0,2,2396.00,599.00,11,4,1198.00
2018-11,418,0,1,809.85,269.95,11,4,269.95
2018-11,419,0,17,2214.00,1476.00,11,4,6273.00
2018-11,420,0,13,1499.70,6498.70,11,4,6498.70
2018-11,421,0,2,1876.00,1876.00,11,4,938.00
2018-11,423,0,3,1797.00,2396.00,11,4,1797.00
2018-11,424,45,5,809.85,1349.75,11,4,1349.75
2018-11,425,0,3,369.00,1107.00,11,4,1107.00
2018-11,427,0,2,4221.00,1407.00,11,4,938.00
2018-11,428,8,8,1938.00,2907.00,11,4,7752.00
2018-11,429,0,1,599.90,1199.80,11,4,599.90
2018-11,430,0,7,269.95,539.90,11,4,1889.65
2018-11,432,0,10,4499.10,1999.60,11,4,4999.00
2018-11,434,0,6,2995.00,1198.00,11,4,3594.00
2018-11,437,0,2,3999.20,499.90,11,4,999.80
2018-11,439,0,2,5590.00,2236.00,11,4,1118.00
2018-11,440,0,5,219.95,439.90,11,4,1099.75
2018-11,441,0,6,229.90,1839.20,11,4,1379.40
2018-11,442,0,1,809.70,269.90,11,4,269.90
2018-11,443,57,2,2443.00,1047.00,11,4,698.00
2018-11,444,0,2,9190.00,4595.00,11,4,1838.00
2018-11,445,61,5,1118.00,1118.00,11,4,2795.00
2018-11,446,0,1,879.80,1319.70,11,4,219.95
2018-11,447,0,2,919.60,2299.00,11,4,459.80
2018-11,448,0,3,2159.20,269.90,11,4,809.70
2018-11,448,45,1,269.90,269.90,11,4,269.90
2018-11,450,51,3,919.00,5514.00,11,4,2757.00
2018-11,451,44,1,1677.00,559.00,11,4,559.00
2018-11,452,51,1,1979.55,1099.75,11,4,219.95
2018-11,452,53,8,219.95,219.95,11,4,1759.60
2018-11,453,0,4,2528.90,229.90,11,4,919.60
2018-11,454,61,3,1349.50,1349.50,11,4,809.70
2018-11,455,0,2,1838.00,1838.00,11,4,1838.00
2018-11,457,0,1,1319.70,439.90,11,4,219.95
2018-11,457,8,4,659.85,219.95,11,4,879.80
2018-11,459,0,2,3508.70,809.70,11,4,539.80
2018-11,460,55,2,1499.50,599.80,11,4,599.80
2018-11,474,0,8,98.00,196.00,11,4,392.00
2018-11,482,0,2,179.00,716.00,11,4,358.00
2018-11,677,0,5,158.00,395.00,11,4,395.00
2018-11,1271,0,3,13.90,13.90,11,4,20.85
2018-11,1357,0,7,38.99,38.99,11,4,272.93
2018-11,1381,0,3,22.99,22.99,11,4,68.97
2018-11,1415,0,5,1800.00,1500.00,11,4,1500.00
2018-11,1418,0,7,293.00,293.00,11,4,2051.00
2018-11,1419,0,5,258.00,516.00,11,4,1290.00
2018-11,1422,0,1,602.00,1806.00,11,4,301.00
2018-11,1427,0,1,920.00,1840.00,11,4,230.00
2018-11,1444,0,7,1610.00,230.00,11,4,1610.00
2018-11,1445,0,7,2144.00,536.00,11,4,1876.00
2018-11,1446,0,3,867.00,289.00,11,4,867.00
2018-11,1454,0,1,398.00,398.00,11,4,199.00
2018-11,1457,0,6,567.00,945.00,11,4,1134.00
2018-11,1459,0,2,3584.00,768.00,11,4,512.00
2018-11,1462,0,2,268.00,268.00,11,4,536.00
2018-11,1476,0,3,864.00,2016.00,11,4,864.00
2018-11,1479,0,1,1240.00,930.00,11,4,310.00
2018-11,1547,0,5,1020.00,1020.00,11,4,1275.00
2018-11,1563,0,2,1876.00,268.00,11,4,536.00
2018-11,1571,0,5,170.97,284.95,11,4,284.95
2018-11,1574,0,2,239.96,419.93,11,4,119.98
2018-11,1577,0,4,219.00,219.00,11,4,876.00
2018-11,1581,47,1,219.00,1095.00,11,4,219.00
2018-11,1582,0,2,71.96,89.95,11,4,35.98
2018-11,1586,47,1,50.64,113.94,11,4,12.66
2018-11,1587,39,2,17.99,17.99,11,4,35.98
2018-11,1589,0,10,19.98,69.93,11,4,99.90
2018-11,1590,0,2,45.78,114.45,11,4,45.78
2018-11,1591,0,3,37.98,50.64,11,4,37.98
2018-11,1592,0,4,17.99,107.94,11,4,71.96
2018-11,1593,0,7,97.23,13.89,11,4,97.23
2018-11,1594,0,6,29.97,79.92,11,4,59.94
2018-11,1599,0,5,173.64,405.16,11,4,289.40
2018-11,1604,0,15,1039.96,519.98,11,4,3899.85
2018-11,1608,0,7,329.97,109.99,11,4,769.93
2018-11,1611,0,2,479.97,959.94,11,4,319.98
2018-11,1611,65,8,319.98,319.98,11,4,1279.92
2018-11,1612,38,7,359.98,899.95,11,4,1259.93
2018-11,1617,0,11,57.99,57.99,11,4,637.89
2018-11,1618,0,7,176.97,58.99,11,4,412.93
2018-11,1619,0,2,119.98,359.94,11,4,119.98
2018-11,1624,0,1,219.00,438.00,11,4,219.00
2018-11,1626,0,7,2190.00,438.00,11,4,1533.00
2018-11,1627,0,1,35.98,35.98,11,4,17.99
2018-11,1632,0,1,233.87,35.98,11,4,17.99
2018-11,1633,0,1,138.90,13.89,11,4,13.89
2018-11,1634,0,11,19.98,19.98,11,4,109.89
2018-11,1636,0,4,63.30,25.32,11,4,50.64
2018-11,1638,0,1,83.34,55.56,11,4,13.89
2018-11,1640,0,4,45.78,45.78,11,4,91.56
2018-11,1641,0,5,25.32,37.98,11,4,63.30
2018-11,1644,54,3,115.76,463.04,11,4,173.64
2018-11,1646,0,1,1599.90,159.99,11,4,159.99
2018-11,1651,0,10,159.99,1119.93,11,4,1599.90
2018-11,1653,0,4,109.99,769.93,11,4,439.96
2018-11,1657,0,1,539.97,179.99,11,4,179.99
2018-11,1659,0,2,1819.93,1299.95,11,4,519.98
2018-11,1665,0,12,4.99,4.99,11,4,59.88
2018-11,1667,0,1,5.50,5.50,11,4,5.50
2018-11,1677,0,2,9.98,9.98,11,4,9.98
2018-11,1681,0,2,13.78,13.78,11,4,13.78
2018-11,1683,0,2,34.93,14.97,11,4,9.98
2018-11,1687,0,7,13.76,48.16,11,4,48.16
2018-11,1688,0,1,26.64,17.76,11,4,8.88
2018-11,1696,0,5,50.97,50.97,11,4,84.95
2018-11,1698,0,1,13.98,6.99,11,4,6.99
2018-11,1701,0,4,14.94,24.90,11,4,19.92
2018-11,1722,0,3,56.00,168.00,11,4,168.00
2018-11,1723,0,6,168.00,392.00,11,4,336.00
2018-11,1793,0,6,43.00,43.00,11,4,258.00
2018-11,1816,0,2,32.00,32.00,11,4,64.00
2018-11,2074,0,1,399.98,399.98,11,4,199.99
2018-11,2087,0,5,4746.00,791.00,11,4,3955.00
2018-11,2088,0,6,1016.00,1524.00,11,4,3048.00
2018-11,2096,0,1,6142.50,1755.00,11,4,877.50
2018-11,2097,0,2,1582.00,2373.00,11,4,1582.00
2018-11,2101,0,2,877.50,877.50,11,4,1755.00
2018-11,2102,0,5,6328.00,791.00,11,4,3955.00
2018-11,2111,0,3,2632.50,877.50,11,4,2632.50
2018-11,2493,0,6,74.97,74.97,11,4,149.94
2018-11,2496,0,4,9.99,29.97,11,4,39.96
2018-11,2500,0,2,47.44,47.44,11,4,47.44
2018-11,2509,0,3,28.42,8.12,11,4,12.18
2018-11,2514,0,5,259.98,259.98,11,4,649.95
2018-12,1,0,10,12.99,12.99,12,4,129.90
2018-12,21,0,1,268.00,268.00,12,4,134.00
2018-12,33,0,1,2550.00,255.00,12,4,255.00
2018-12,45,0,1,232.00,232.00,12,4,232.00
2018-12,46,0,1,599.80,299.90,12,4,149.95
2018-12,48,0,1,1049.65,1499.50,12,4,149.95
2018-12,48,56,1,149.95,1499.50,12,4,149.95
2018-12,49,0,3,399.90,599.85,12,4,599.85
2018-12,53,55,3,2072.00,296.00,12,4,888.00
2018-12,54,0,10,296.00,592.00,12,4,2960.00
2018-12,55,45,8,1776.00,296.00,12,4,2368.00
2018-12,56,0,7,1184.00,888.00,12,4,2072.00
2018-12,57,0,1,312.00,468.00,12,4,156.00
2018-12,59,0,3,624.00,156.00,12,4,468.00
2018-12,60,0,5,1404.00,312.00,12,4,780.00
2018-12,60,8,6,156.00,468.00,12,4,936.00
2018-12,61,0,1,181.00,2172.00,12,4,181.00
2018-12,62,0,8,905.00,905.00,12,4,1448.00
2018-12,62,38,3,543.00,543.00,12,4,543.00
2018-12,64,61,1,362.00,181.00,12,4,181.00
2018-12,65,0,3,905.00,543.00,12,4,543.00
2018-12,65,54,9,362.00,362.00,12,4,1629.00
2018-12,66,0,3,77.07,179.83,12,4,77.07
2018-12,67,0,3,25.69,51.38,12,4,77.07
2018-12,69,0,7,102.76,25.69,12,4,179.83
2018-12,71,0,8,95.90,239.75,12,4,383.60
2018-12,73,0,2,191.80,47.95,12,4,95.90
2018-12,74,0,4,75.90,37.95,12,4,151.80
2018-12,76,0,1,303.60,37.95,12,4,37.95
2018-12,76,61,2,75.90,75.90,12,4,75.90
2018-12,77,0,2,113.85,37.95,12,4,75.90
2018-12,78,0,2,162.20,121.65,12,4,81.10
2018-12,81,0,1,202.75,162.20,12,4,40.55
2018-12,82,47,1,81.10,40.55,12,4,40.55
2018-12,83,0,3,399.96,99.99,12,4,299.97
2018-12,87,0,3,299.97,99.99,12,4,299.97
2018-12,88,0,7,299.98,449.97,12,4,1049.93
2018-12,88,63,1,1349.91,599.96,12,4,149.99
2018-12,89,0,3,599.96,299.98,12,4,449.97
2018-12,92,0,1,749.95,449.97,12,4,149.99
2018-12,93,0,5,67.40,67.40,12,4,337.00
2018-12,95,0,1,337.00,404.40,12,4,67.40
2018-12,95,55,1,269.60,67.40,12,4,67.40
2018-12,96,0,2,202.20,269.60,12,4,134.80
2018-12,97,0,1,471.80,269.60,12,4,67.40
2018-12,99,0,3,120.00,120.00,12,4,360.00
2018-12,100,29,9,360.00,240.00,12,4,1080.00
2018-12,100,54,1,240.00,360.00,12,4,120.00
2018-12,102,0,8,1955.00,115.00,12,4,920.00
2018-12,104,0,8,575.00,115.00,12,4,920.00
2018-12,105,0,10,460.00,690.00,12,4,1150.00
2018-12,108,0,1,132.99,132.99,12,4,132.99
2018-12,109,0,1,132.99,132.99,12,4,132.99
2018-12,111,0,6,999.96,999.96,12,4,1499.94
2018-12,114,0,10,999.96,249.99,12,4,2499.90
2018-12,115,0,7,499.98,2749.89,12,4,1749.93
2018-12,120,0,1,119.99,839.93,12,4,119.99
2018-12,124,0,1,3359.88,279.99,12,4,279.99
2018-12,129,0,1,600.00,400.00,12,4,200.00
2018-12,134,0,1,1049.85,2449.65,12,4,349.95
2018-12,137,0,7,499.99,499.99,12,4,3499.93
2018-12,138,0,1,1499.97,2999.94,12,4,499.99
2018-12,140,0,3,3499.93,499.99,12,4,1499.97
2018-12,143,0,8,899.97,299.99,12,4,2399.92
2018-12,146,0,3,8699.97,5799.98,12,4,8699.97
2018-12,160,0,2,1099.99,6599.94,12,4,2199.98
2018-12,166,0,2,476.00,357.00,12,4,238.00
2018-12,180,0,8,69.00,483.00,12,4,552.00
2018-12,182,0,17,357.00,357.00,12,4,2023.00
2018-12,359,0,6,736.00,2208.00,12,4,2208.00
2018-12,416,0,1,9690.00,1938.00,12,4,969.00
2018-12,417,0,8,1198.00,599.00,12,4,4792.00
2018-12,420,0,15,6498.70,2999.40,12,4,7498.50
2018-12,421,0,15,938.00,469.00,12,4,7035.00
2018-12,422,0,13,14535.00,1938.00,12,4,12597.00
2018-12,423,0,10,1797.00,2396.00,12,4,5990.00
2018-12,423,8,2,3594.00,599.00,12,4,1198.00
2018-12,424,5,3,269.95,539.90,12,4,809.85
2018-12,425,0,10,1107.00,1107.00,12,4,3690.00
2018-12,425,54,6,1476.00,369.00,12,4,2214.00
2018-12,426,0,3,999.80,1499.70,12,4,1499.70
2018-12,428,0,2,10659.00,3876.00,12,4,1938.00
2018-12,429,0,5,599.90,1799.70,12,4,2999.50
2018-12,430,0,2,1889.65,2159.60,12,4,539.90
2018-12,431,0,7,369.00,369.00,12,4,2583.00
2018-12,432,0,15,4999.00,1999.60,12,4,7498.50
2018-12,434,59,7,1797.00,1198.00,12,4,4193.00
2018-12,435,0,4,1079.80,539.90,12,4,1079.80
2018-12,436,0,16,1107.00,1476.00,12,4,5904.00
2018-12,437,0,11,999.80,4999.00,12,4,5498.90
2018-12,438,0,4,2757.00,5514.00,12,4,3676.00
2018-12,439,0,1,1118.00,5590.00,12,4,559.00
2018-12,439,9,3,1677.00,559.00,12,4,1677.00
2018-12,440,56,6,1319.70,1539.65,12,4,1319.70
2018-12,441,0,5,1379.40,459.80,12,4,1149.50
2018-12,441,59,2,459.80,459.80,12,4,459.80
2018-12,442,0,2,269.90,539.80,12,4,539.80
2018-12,443,0,3,1745.00,1047.00,12,4,1047.00
2018-12,445,61,3,2795.00,3354.00,12,4,1677.00
2018-12,446,0,3,219.95,659.85,12,4,659.85
2018-12,446,50,1,879.80,439.90,12,4,219.95
2018-12,446,57,1,219.95,879.80,12,4,219.95
2018-12,447,0,3,459.80,229.90,12,4,689.70
2018-12,448,0,10,809.70,1349.50,12,4,2699.00
2018-12,448,27,2,269.90,2429.10,12,4,539.80
2018-12,448,30,7,269.90,269.90,12,4,1889.30
2018-12,449,0,12,1047.00,4188.00,12,4,4188.00
2018-12,450,0,8,919.00,2757.00,12,4,7352.00
2018-12,451,0,11,1118.00,3913.00,12,4,6149.00
2018-12,451,59,1,1677.00,2236.00,12,4,559.00
2018-12,452,0,3,439.90,879.80,12,4,659.85
2018-12,452,53,14,1759.60,659.85,12,4,3079.30
2018-12,454,0,1,3238.80,539.80,12,4,269.90
2018-12,454,50,1,1889.30,539.80,12,4,269.90
2018-12,455,0,1,1838.00,1838.00,12,4,919.00
2018-12,456,0,11,559.00,559.00,12,4,6149.00
2018-12,456,44,3,1118.00,3913.00,12,4,1677.00
2018-12,457,0,2,219.95,439.90,12,4,439.90
2018-12,458,0,4,1379.40,229.90,12,4,919.60
2018-12,460,0,1,1799.40,2099.30,12,4,299.90
2018-12,460,55,3,599.80,899.70,12,4,899.70
2018-12,470,0,8,129.00,774.00,12,4,1032.00
2018-12,482,0,14,358.00,716.00,12,4,2506.00
2018-12,534,0,4,139.00,278.00,12,4,556.00
2018-12,632,0,5,417.00,556.00,12,4,695.00
2018-12,708,0,3,156.00,312.00,12,4,234.00
2018-12,737,0,2,954.00,159.00,12,4,318.00
2018-12,974,0,1,592.00,444.00,12,4,148.00
2018-12,976,0,8,564.00,188.00,12,4,1504.00
2018-12,1104,0,5,2562.00,427.00,12,4,2135.00
2018-12,1196,0,7,844.00,422.00,12,4,2954.00
2018-12,1258,0,1,79.98,79.98,12,4,39.99
2018-12,1261,0,2,73.98,73.98,12,4,73.98
2018-12,1280,0,9,89.94,14.99,12,4,134.91
2018-12,1284,0,6,24.99,74.97,12,4,149.94
2018-12,1301,0,4,285.00,285.00,12,4,380.00
2018-12,1305,0,8,136.00,544.00,12,4,544.00
2018-12,1334,0,9,71.98,71.98,12,4,323.91
2018-12,1409,0,6,1178.00,5301.00,12,4,3534.00
2018-12,1412,0,1,578.00,289.00,12,4,289.00
2018-12,1414,0,1,1024.00,768.00,12,4,256.00
2018-12,1417,0,5,268.00,268.00,12,4,1340.00
2018-12,1424,0,5,400.00,600.00,12,4,1000.00
2018-12,1427,0,3,230.00,460.00,12,4,690.00
2018-12,1428,0,6,1608.00,536.00,12,4,1608.00
2018-12,1434,0,2,1876.00,536.00,12,4,536.00
2018-12,1435,0,6,293.00,586.00,12,4,1758.00
2018-12,1437,0,2,1791.00,796.00,12,4,398.00
2018-12,1441,0,2,600.00,400.00,12,4,400.00
2018-12,1445,0,6,1876.00,1072.00,12,4,1608.00
2018-12,1446,0,1,867.00,1734.00,12,4,289.00
2018-12,1447,0,3,2093.00,299.00,12,4,897.00
2018-12,1456,0,6,602.00,1505.00,12,4,1806.00
2018-12,1457,0,2,1134.00,189.00,12,4,378.00
2018-12,1459,0,1,512.00,512.00,12,4,256.00
2018-12,1462,0,2,536.00,268.00,12,4,536.00
2018-12,1463,0,9,879.00,879.00,12,4,2637.00
2018-12,1464,0,1,1548.00,258.00,12,4,258.00
2018-12,1465,0,2,199.00,1393.00,12,4,398.00
2018-12,1469,0,3,1400.00,1800.00,12,4,600.00
2018-12,1476,0,12,864.00,2016.00,12,4,3456.00
2018-12,1481,0,5,916.00,229.00,12,4,1145.00
2018-12,1490,0,1,387.00,1290.00,12,4,129.00
2018-12,1508,0,1,1800.00,300.00,12,4,300.00
2018-12,1515,0,3,920.00,230.00,12,4,690.00
2018-12,1517,0,5,267.00,801.00,12,4,1335.00
2018-12,1520,0,2,280.00,840.00,12,4,560.00
2018-12,1521,0,3,620.00,930.00,12,4,930.00
2018-12,1545,0,7,2680.00,1072.00,12,4,1876.00
2018-12,1548,0,2,532.00,1596.00,12,4,532.00
2018-12,1563,0,1,536.00,1876.00,12,4,268.00
2018-12,1571,0,3,284.95,227.96,12,4,170.97
2018-12,1572,0,10,173.97,57.99,12,4,579.90
2018-12,1573,0,1,412.93,117.98,12,4,58.99
2018-12,1575,56,4,304.95,304.95,12,4,243.96
2018-12,1576,50,5,38.97,12.99,12,4,64.95
2018-12,1577,0,2,876.00,3723.00,12,4,438.00
2018-12,1578,22,1,219.00,219.00,12,4,219.00
2018-12,1579,0,1,1314.00,1095.00,12,4,219.00
2018-12,1581,0,6,657.00,438.00,12,4,1314.00
2018-12,1582,0,3,35.98,17.99,12,4,53.97
2018-12,1584,0,10,9.99,49.95,12,4,99.90
2018-12,1585,0,5,22.89,183.12,12,4,114.45
2018-12,1587,0,1,35.98,143.92,12,4,17.99
2018-12,1587,55,2,17.99,17.99,12,4,35.98
2018-12,1588,0,7,83.34,55.56,12,4,97.23
2018-12,1589,0,1,99.90,39.96,12,4,9.99
2018-12,1590,0,3,45.78,22.89,12,4,68.67
2018-12,1591,0,4,37.98,12.66,12,4,50.64
2018-12,1592,61,1,71.96,17.99,12,4,17.99
2018-12,1595,0,1,22.89,137.34,12,4,22.89
2018-12,1596,0,7,101.28,88.62,12,4,88.62
2018-12,1599,0,1,289.40,115.76,12,4,57.88
2018-12,1601,0,3,639.96,159.99,12,4,479.97
2018-12,1602,51,1,899.95,179.99,12,4,179.99
2018-12,1604,0,2,3899.85,1299.95,12,4,519.98
2018-12,1604,29,3,519.98,2339.91,12,4,779.97
2018-12,1605,0,2,2609.91,869.97,12,4,579.98
2018-12,1606,0,1,479.97,2879.82,12,4,159.99
2018-12,1608,0,5,769.93,109.99,12,4,549.95
2018-12,1611,0,3,319.98,159.99,12,4,479.97
2018-12,1612,0,4,1079.94,2159.88,12,4,719.96
2018-12,1615,0,2,869.97,869.97,12,4,579.98
2018-12,1616,0,1,170.97,56.99,12,4,56.99
2018-12,1618,38,1,117.98,412.93,12,4,58.99
2018-12,1620,0,2,182.97,60.99,12,4,121.98
2018-12,1621,0,2,64.95,12.99,12,4,25.98
2018-12,1622,0,6,1095.00,219.00,12,4,1314.00
2018-12,1625,0,2,438.00,219.00,12,4,438.00
2018-12,1626,0,2,1533.00,438.00,12,4,438.00
2018-12,1627,0,7,17.99,71.96,12,4,125.93
2018-12,1629,43,3,29.97,19.98,12,4,29.97
2018-12,1630,0,6,160.23,22.89,12,4,137.34
2018-12,1632,0,4,17.99,17.99,12,4,71.96
2018-12,1633,0,1,13.89,13.89,12,4,13.89
2018-12,1636,0,1,50.64,37.98,12,4,12.66
2018-12,1637,0,3,107.94,53.97,12,4,53.97
2018-12,1637,54,9,53.97,17.99,12,4,161.91
2018-12,1638,0,4,13.89,55.56,12,4,55.56
2018-12,1639,5,6,29.97,59.94,12,4,59.94
2018-12,1640,0,2,91.56,183.12,12,4,45.78
2018-12,1641,0,3,63.30,37.98,12,4,37.98
2018-12,1641,57,2,63.30,25.32,12,4,25.32
2018-12,1642,8,1,115.76,173.64,12,4,57.88
2018-12,1644,55,7,57.88,173.64,12,4,405.16
2018-12,1646,0,1,159.99,799.95,12,4,159.99
2018-12,1648,0,3,659.94,329.97,12,4,329.97
2018-12,1648,10,3,879.92,109.99,12,4,329.97
2018-12,1649,0,3,2599.90,519.98,12,4,779.97
2018-12,1651,59,6,319.98,959.94,12,4,959.94
2018-12,1652,0,5,719.96,179.99,12,4,899.95
2018-12,1653,0,4,439.96,1099.90,12,4,439.96
2018-12,1654,0,2,259.99,779.97,12,4,519.98
2018-12,1654,66,2,779.97,779.97,12,4,519.98
2018-12,1655,0,9,869.97,579.98,12,4,2609.91
2018-12,1657,0,2,179.99,359.98,12,4,359.98
2018-12,1658,0,7,549.95,109.99,12,4,769.93
2018-12,1661,0,2,16.50,11.00,12,4,11.00
2018-12,1663,0,2,13.78,6.89,12,4,13.78
2018-12,1665,0,2,59.88,4.99,12,4,9.98
2018-12,1667,0,2,5.50,5.50,12,4,11.00
2018-12,1668,0,5,6.99,6.99,12,4,34.95
2018-12,1671,0,2,14.97,29.94,12,4,9.98
2018-12,1674,0,7,48.93,48.93,12,4,48.93
2018-12,1675,0,3,41.34,6.89,12,4,20.67
2018-12,1676,45,1,26.97,26.97,12,4,8.99
2018-12,1677,0,2,9.98,4.99,12,4,9.98
2018-12,1679,0,1,11.00,16.50,12,4,5.50
2018-12,1680,0,2,48.93,27.96,12,4,13.98
2018-12,1681,0,2,13.78,34.45,12,4,13.78
2018-12,1684,0,2,84.45,16.89,12,4,33.78
2018-12,1685,0,3,43.12,5.39,12,4,16.17
2018-12,1687,0,4,48.16,13.76,12,4,27.52
2018-12,1690,0,19,16.99,33.98,12,4,322.81
2018-12,1701,0,5,19.92,24.90,12,4,24.90
2018-12,1702,0,2,33.98,16.99,12,4,33.98
2018-12,1705,0,2,103.20,27.52,12,4,13.76
2018-12,1706,0,10,35.52,8.88,12,4,88.80
2018-12,1736,0,7,140.00,224.00,12,4,196.00
2018-12,1757,0,3,111.80,167.70,12,4,167.70
2018-12,1759,0,1,419.56,209.78,12,4,104.89
2018-12,1762,0,7,219.73,219.73,12,4,219.73
2018-12,1770,0,3,34.00,170.00,12,4,102.00
2018-12,1772,0,6,136.00,68.00,12,4,204.00
2018-12,1806,0,1,256.00,96.00,12,4,32.00
2018-12,1821,0,3,128.00,32.00,12,4,96.00
2018-12,2043,0,1,4661.58,1331.88,12,4,665.94
2018-12,2060,0,8,664.93,94.99,12,4,759.92
2018-12,2087,0,2,3955.00,791.00,12,4,1582.00
2018-12,2089,0,2,515.00,772.50,12,4,515.00
2018-12,2091,0,6,3510.00,1755.00,12,4,5265.00
2018-12,2092,0,10,1582.00,5537.00,12,4,7910.00
2018-12,2093,0,6,508.00,508.00,12,4,3048.00
2018-12,2093,8,6,1524.00,2032.00,12,4,3048.00
2018-12,2095,0,3,10325.00,4425.00,12,4,4425.00
2018-12,2097,0,4,1582.00,1582.00,12,4,3164.00
2018-12,2101,0,2,1755.00,4387.50,12,4,1755.00
2018-12,2102,0,2,3955.00,2373.00,12,4,1582.00
2018-12,2104,0,2,515.00,257.50,12,4,515.00
2018-12,2111,0,2,2632.50,877.50,12,4,1755.00
